id,skills,experience,education,location,career_field,relocation
1272,finite element analysis process improvement system design microcontrollers industrial design catia 3d modeling ux design,5,Bachelor,Dallas,Engineering,False
1273,b2b sales consultative selling cross-selling testing fluid dynamics thermodynamics,0,Bachelor,Dallas,Sales,False
1274,intellectual property legal documentation e-discovery contract law legal research patent law regulatory compliance,3,Master,St. Louis,Legal,True
1275,pandas typescript kubernetes hibernate tensorflow,3,PhD,New York,Software & IT,True
1276,adp conflict resolution hr compliance,6,Bachelor,Raleigh,Human Resources,True
1277,conflict resolution employee training compensation interviewing performance management change management workforce planning,1,Bachelor,New York,Human Resources,False
1278,tensorflow pandas jenkins react,3,Bachelor,Nashville,Software & IT,True
1279,creative direction storytelling sketching hr compliance,2,Associate,Dallas,Arts & Media,False
1280,stem education pedagogy academic advising instructional design research mentoring moodle photography prototyping after effects,1,Master,Cleveland,Education,False
1281,lms stem education student assessment student support organizational development career development,4,High School,Miami,Education,True
1282,circuit design product development system design catia westlaw patent law,4,Associate,Detroit,Engineering,True
1283,spring javascript scikit-learn,5,Bachelor,New York,Software & IT,True
1284,mechanical design cad structural analysis project management root cause analysis testing,15,High School,New York,Engineering,True
1285,compensation benefits administration hr analytics,17,Associate,Cleveland,Human Resources,True
1286,cpa cash flow analysis excel capital markets financial reporting accounting,0,PhD,Raleigh,Finance,False
1287,google classroom classroom management student assessment differentiated instruction,6,Associate,San Francisco,Education,False
1288,workday talent acquisition hr compliance,7,PhD,Raleigh,Human Resources,True
1289,medical records preventive care clinical documentation electronic health records anatomy,5,Bachelor,San Francisco,Healthcare,False
1290,git hibernate flask nosql,1,High School,San Jose,Software & IT,False
1291,territory management sales forecasting quotas negotiation solution selling salesforce forecasting financial analysis mergers and acquisitions,2,Bachelor,Portland,Sales,False
1292,lms educational technology mentoring iep development moodle student counseling pedagogy document review deposition trial experience,2,Master,Dallas,Education,True
1293,vital signs critical care clinical research emergency care surgery content strategy,4,Associate,Washington DC,Healthcare,False
1294,r mergers and acquisitions derivatives financial reporting accounting cfa,2,Bachelor,Charlotte,Finance,False
1295,microcontrollers ansys process improvement engineering design blueprint reading matlab quickbooks cfa,3,Associate,Indianapolis,Engineering,True
1296,arbitration corporate law brief writing regulatory compliance legal documentation patent law,2,Bachelor,San Antonio,Legal,False
1297,courtroom procedure family law client counseling lexisnexis civil procedure patent law deposition,2,Bachelor,Baltimore,Legal,False
1298,testing mechanical design manufacturing processes finite element analysis structural analysis,8,Master,St. Louis,Engineering,True
1299,pivot tables financial statements forecasting sap internal controls portfolio management,3,Associate,Austin,Finance,False
1300,content creation copywriting buffer analytics,3,Master,Charlotte,Marketing,True
1301,numpy ruby azure,14,Bachelor,Kansas City,Software & IT,True
1302,litigation e-discovery client counseling family law legal analysis patent law student support,6,High School,Denver,Legal,False
1303,copywriting sketching user research blender after effects photography visual design mergers and acquisitions risk assessment sap,2,Bachelor,Remote,Arts & Media,True
1304,adp employee onboarding applicant tracking systems workday organizational development employee relations,4,Master,Boston,Human Resources,False
1305,cold calling hubspot objection handling b2b sales lead generation legal research deposition family law,4,High School,Houston,Sales,False
1306,change management compensation diversity & inclusion recruiting,7,High School,Dallas,Human Resources,True
1307,mentoring research special education student support,1,Master,Miami,Education,True
1308,employee onboarding change management employee training applicant tracking systems organizational development employee engagement adp,2,Associate,Pittsburgh,Human Resources,False
1309,mediation family law westlaw case management trademark law deposition legal research,9,Bachelor,San Diego,Legal,True
1310,therapy healthcare regulations patient care case management,5,Bachelor,Nashville,Healthcare,False
1311,e-discovery trademark law case management criminal law negotiation document review,0,Master,Boston,Legal,False
1312,ux design cinema 4d storyboarding photography,3,High School,Pittsburgh,Arts & Media,True
1313,audit portfolio management regulatory compliance excel investment management cpa power bi cpr patient assessment,15,PhD,Nashville,Finance,True
1314,lexisnexis contract law regulatory compliance e-discovery,4,Bachelor,Minneapolis,Legal,True
1315,employee retention performance management employee onboarding labor laws conflict resolution,14,Bachelor,Austin,Human Resources,True
1316,invision prototyping art direction cinema 4d content strategy copywriting,1,Bachelor,Charlotte,Arts & Media,True
1317,canvas stem education moodle academic advising research,6,Associate,Boston,Education,False
1318,public relations influencer marketing google analytics marketing automation,1,Bachelor,Chicago,Marketing,True
1319,mysql nosql django,21,PhD,San Antonio,Software & IT,True
1320,negotiation legal analysis arbitration legal documentation analytics facebook ads affiliate marketing,3,High School,New York,Legal,True
1321,kubernetes css react,4,Associate,San Francisco,Software & IT,False
1322,java python php c++ jenkins branding crm software customer journey,0,Bachelor,Phoenix,Software & IT,True
1323,quality assurance testing microcontrollers negotiation legal writing lexisnexis,1,Master,Orlando,Engineering,False
1324,scikit-learn azure c# node.js,2,Master,Raleigh,Software & IT,False
1325,account management client relationship management contract negotiation objection handling b2c sales upselling cold calling special education,3,Bachelor,Detroit,Sales,True
1326,workforce planning succession planning employee relations recruiting,3,Bachelor,Raleigh,Human Resources,False
1327,business development b2b sales customer acquisition sales forecasting crm,2,Bachelor,Washington DC,Sales,False
1328,rehabilitation case management diagnosis clinical documentation patient education,12,Master,Tampa,Healthcare,False
1329,sales forecasting sales salesforce sales analytics prospecting negotiation anatomy cpr,1,Master,Phoenix,Sales,True
1330,e-discovery litigation legal analysis legal writing mediation matlab technical documentation blueprint reading,4,Associate,San Antonio,Legal,False
1331,user research after effects content strategy,7,Associate,Phoenix,Arts & Media,False
1332,corporate finance accounting power bi taxation capital markets azure tensorflow scikit-learn,2,Bachelor,Washington DC,Finance,True
1333,employee retention performance management talent management organizational development employee engagement medical terminology patient education,5,Bachelor,Miami,Human Resources,True
1334,diversity & inclusion organizational development labor laws employee training,1,High School,Austin,Human Resources,False
1335,catia mechanical design testing process improvement product development autocad quality control,2,Bachelor,Salt Lake City,Engineering,True
1336,sales enablement client relationship management negotiation cold calling javascript postgresql,11,Master,Raleigh,Sales,True
1337,organizational development compensation employee retention applicant tracking systems talent acquisition,6,Bachelor,San Francisco,Human Resources,False
1338,cfa cash flow analysis audit sap ruby,3,High School,Kansas City,Finance,True
1339,salesforce b2c sales sales blueprint reading simulation mechanical design,5,Associate,Cincinnati,Sales,False
1340,upselling account management b2b sales salesforce,4,Bachelor,Kansas City,Sales,False
1341,mongodb mysql rest api quality control gd&t,4,Associate,San Jose,Software & IT,False
1342,regulatory compliance lexisnexis mediation contract law civil procedure criminal law drafting quickbooks taxation,5,High School,Phoenix,Legal,True
1343,curriculum development canvas student support educational assessment,2,Bachelor,Columbus,Education,True
1344,sales funnel management account management presentations salesforce,18,Associate,Boston,Sales,False
1345,classroom management pedagogy educational technology academic advising,2,Associate,Cleveland,Education,True
1346,failure analysis solidworks process improvement,5,Bachelor,St. Louis,Engineering,False
1347,infection control disease management medication management patient care,2,Master,Seattle,Healthcare,False
1348,finite element analysis engineering design manufacturing processes failure analysis circuit design microcontrollers marketing automation campaign management google ads,3,Associate,St. Louis,Engineering,False
1349,courtroom procedure westlaw trademark law contract law criminal law,5,Bachelor,Minneapolis,Legal,True
1350,sales analytics solution selling cross-selling,9,Bachelor,Phoenix,Sales,True
1351,student assessment special education teaching,10,Bachelor,San Diego,Education,False
1352,student counseling curriculum development classroom management stem education pedagogy,3,Associate,Orlando,Education,False
1353,figma invision wireframing,32,Master,Columbus,Arts & Media,True
1354,responsive design editing creative direction,8,Master,Boston,Arts & Media,True
1355,sales funnel management pipeline management negotiation,1,Master,San Diego,Sales,False
1356,content strategy sketch animation copywriting adobe photoshop art direction solution selling pipeline management contract negotiation,6,Associate,Cleveland,Arts & Media,False
1357,quality assurance project management fluid dynamics failure analysis layout design,3,Associate,Phoenix,Engineering,True
1358,organizational development recruiting career development employee training change management,5,PhD,Orlando,Human Resources,False
1359,employee training labor laws hr compliance employee onboarding bamboo hr interviewing,11,Bachelor,Indianapolis,Human Resources,False
1360,moodle academic advising educational administration educational assessment curriculum development iep development educational psychology,11,Master,Austin,Education,True
1361,php html spring css,4,PhD,Portland,Software & IT,False
1362,campaign management ppc buffer google analytics market research cpr vital signs infection control,6,Master,Tampa,Marketing,True
1363,academic writing lms moodle educational administration iep development student engagement,5,Bachelor,Philadelphia,Education,False
1364,videography branding adobe photoshop copywriting user research ui design ux design,2,Master,Baltimore,Arts & Media,False
1365,user testing figma creative direction,1,Associate,Detroit,Arts & Media,False
1366,legal research legal analysis civil procedure client counseling document review litigation,2,Bachelor,Dallas,Legal,True
1367,contract law brief writing case management client counseling customer retention territory management,9,High School,Cleveland,Legal,False
1368,patient care vital signs imaging electronic health records canvas educational administration,2,Bachelor,Orlando,Healthcare,False
1369,content creation google analytics copywriting canva outbound marketing seo tools,7,Bachelor,Charlotte,Marketing,False
1370,postgresql rust scala numpy hibernate java flask,1,Bachelor,Columbus,Software & IT,False
1371,drafting trademark law corporate law litigation intellectual property regulatory compliance family law,2,Associate,Portland,Legal,False
1372,cpr surgery electronic health records,3,High School,San Jose,Healthcare,True
1373,derivatives audit gaap cash flow analysis forecasting investment management bloomberg terminal google classroom,5,Bachelor,Detroit,Finance,False
1374,a/b testing analytics adobe creative suite affiliate marketing digital marketing customer journey,12,High School,Miami,Marketing,False
1375,cpa sap python affiliate marketing hubspot content strategy,2,Bachelor,Cincinnati,Finance,True
1376,react scikit-learn git flask spring,3,Bachelor,Austin,Software & IT,False
1377,scikit-learn swift java typescript,18,High School,Salt Lake City,Software & IT,False
1378,lexisnexis client counseling legal analysis,6,Associate,Pittsburgh,Legal,False
1379,cpr anatomy diagnosis phlebotomy,10,High School,Boston,Healthcare,False
1380,hris systems talent acquisition benefits administration performance management workforce planning compensation microcontrollers process improvement,1,Bachelor,San Diego,Human Resources,False
1381,organizational development adp compensation,3,Bachelor,Baltimore,Human Resources,True
1382,customer retention territory management contract negotiation cold calling objection handling closing techniques business development,32,Bachelor,Denver,Sales,False
1383,academic advising differentiated instruction course development moodle canvas rest api scala,2,Associate,Cincinnati,Education,True
1384,medical terminology emergency care healthcare regulations academic writing,2,Master,Tampa,Healthcare,False
1385,therapy psychiatric evaluation imaging emergency care vital signs infection control,2,Master,Kansas City,Healthcare,False
1386,diagnosis healthcare regulations electronic health records clinical documentation patient care critical care patient assessment,1,Associate,Charlotte,Healthcare,False
1387,change management employee training employee relations,4,Master,Columbus,Human Resources,False
1388,quickbooks financial analysis mergers and acquisitions corporate finance tableau employee training applicant tracking systems career development,2,Bachelor,San Antonio,Finance,False
1389,python kubernetes oracle pytorch spring .net,2,Bachelor,Philadelphia,Software & IT,False
1390,user research invision branding figma creative direction visual design,2,Associate,Salt Lake City,Arts & Media,True
1391,plc autocad microcontrollers industrial design,2,Master,Columbus,Engineering,False
1392,financial statements pivot tables portfolio management gaap financial analysis bloomberg terminal forecasting,8,High School,San Diego,Finance,False
1393,laboratory testing diagnosis case management patient assessment imaging medical terminology anatomy,3,Master,Minneapolis,Healthcare,False
1394,classroom management canvas student counseling moodle academic writing mentoring,4,PhD,Nashville,Education,False
1395,javascript swift html adp,3,Master,San Francisco,Software & IT,True
1396,change management diversity & inclusion interviewing employee training,4,Bachelor,Cincinnati,Human Resources,False
1397,legal research family law patent law mediation legal ethics due diligence trial experience,6,Master,Philadelphia,Legal,False
1398,copywriting social media marketing email marketing adobe creative suite,9,Bachelor,Seattle,Marketing,True
1399,client counseling deposition negotiation courtroom procedure contract law legal analysis quotas sales strategy hubspot,3,Master,New York,Legal,False
1400,lexisnexis case management corporate law civil procedure trial experience legal research,9,PhD,Kansas City,Legal,True
1401,medication management patient education anatomy patient assessment therapy phlebotomy treatment planning,1,Associate,Chicago,Healthcare,True
1402,azure css docker typescript nosql canvas student counseling,2,Bachelor,Atlanta,Software & IT,False
1403,portfolio management power bi investment management classroom management instructional design moodle,3,Bachelor,Kansas City,Finance,False
1404,phlebotomy healthcare regulations medical records cpr,12,Associate,Minneapolis,Healthcare,True
1405,stem education instructional design special education course development blackboard student assessment educational technology,1,Bachelor,Cleveland,Education,True
1406,market research branding copywriting seo tools google analytics customer journey hubspot interviewing coaching employee training,6,Master,Remote,Marketing,True
1407,storytelling a/b testing outbound marketing,7,Associate,San Jose,Marketing,True
1408,curriculum development educational leadership mentoring patient care,2,Bachelor,Dallas,Education,True
1409,market research copywriting affiliate marketing,1,Master,San Diego,Marketing,True
1410,teaching curriculum development educational psychology,4,Bachelor,St. Louis,Education,False
1411,gd&t autocad manufacturing processes matlab thermodynamics structural analysis,3,Master,Miami,Engineering,False
1412,python mongodb jenkins rest api pandas postgresql,4,Associate,Denver,Software & IT,True
1413,layout design videography user testing user research storytelling,4,Associate,Washington DC,Arts & Media,True
1414,forecasting regulatory compliance portfolio management pivot tables mergers and acquisitions power bi quickbooks,5,Bachelor,Columbus,Finance,False
1415,prospecting client relationship management territory management,1,Associate,Atlanta,Sales,False
1416,physiology critical care anatomy electronic health records,4,High School,Phoenix,Healthcare,False
1417,pipeline management solution selling sales forecasting salesforce b2c sales,12,Associate,Nashville,Sales,False
1418,corporate law legal research courtroom procedure legal analysis e-discovery legal documentation due diligence,15,Bachelor,Detroit,Legal,False
1419,change management succession planning labor laws organizational development employee retention,5,Associate,Orlando,Human Resources,False
1420,change management employee engagement employee training adp labor laws,7,High School,Tampa,Human Resources,False
1421,hibernate c# scala academic advising lms moodle,3,Bachelor,Kansas City,Software & IT,False
1422,employee relations compensation applicant tracking systems employee onboarding color theory,7,Associate,Nashville,Human Resources,True
1423,photography after effects ux design storytelling,3,High School,San Jose,Arts & Media,False
1424,phlebotomy clinical documentation cpr case management case management contract law,12,Associate,Phoenix,Healthcare,True
1425,career development workforce planning interviewing labor laws bamboo hr coaching,7,Master,Atlanta,Human Resources,True
1426,outbound marketing social media marketing crm software content strategy digital marketing,2,Bachelor,Pittsburgh,Marketing,False
1427,student assessment blackboard lms,6,Bachelor,Raleigh,Education,False
1428,portfolio management r cpa,4,Associate,Tampa,Finance,False
1429,lms educational psychology research curriculum development google classroom iep development content strategy google ads,7,Master,Houston,Education,True
1430,adp workforce planning hris systems career development organizational development succession planning bamboo hr,2,High School,San Antonio,Human Resources,True
1431,disease management healthcare regulations critical care clinical documentation patient assessment,2,High School,Charlotte,Healthcare,False
1432,azure mongodb nosql php c++ graphql,4,High School,Washington DC,Software & IT,True
1433,rest api redux spring kubernetes node.js ruby cpr preventive care phlebotomy,1,Bachelor,Cleveland,Software & IT,True
1434,circuit design industrial design product development technical documentation thermodynamics testing 3d modeling,3,Master,Dallas,Engineering,False
1435,numpy postgresql mongodb,2,Master,San Diego,Software & IT,True
1436,crm software storytelling a/b testing market research mailchimp customer journey pedagogy lesson planning,5,Bachelor,Minneapolis,Marketing,False
1437,clinical documentation infection control anatomy treatment planning disease management,1,PhD,Detroit,Healthcare,True
1438,client relationship management consultative selling pipeline management salesforce contract negotiation corporate law document review patent law,6,High School,Charlotte,Sales,False
1439,clinical research phlebotomy therapy critical care medication management e-discovery,4,Bachelor,Nashville,Healthcare,False
1440,hr analytics payroll processing workforce planning employee engagement interviewing,2,Associate,San Francisco,Human Resources,True
1441,a/b testing sem branding seo account management,5,Bachelor,San Diego,Marketing,False
1442,aws django jenkins html kotlin tensorflow,5,Bachelor,Indianapolis,Software & IT,False
1443,process improvement materials science failure analysis prototyping simulation solidworks autocad portfolio management,4,Bachelor,Remote,Engineering,True
1444,storyboarding user research sketch content strategy adobe indesign responsive design prototyping,4,High School,San Diego,Arts & Media,False
1445,css swift django mongodb azure sql,12,Master,Cincinnati,Software & IT,True
1446,cross-selling sales forecasting sales funnel management salesforce territory management sales,2,Associate,San Antonio,Sales,True
1447,infection control anatomy treatment planning disease management,5,Bachelor,Los Angeles,Healthcare,False
1448,student assessment pedagogy iep development,4,Bachelor,San Diego,Education,False
1449,google ads storytelling crm software,5,High School,Washington DC,Marketing,False
1450,root cause analysis prototyping failure analysis 3d modeling structural analysis technical documentation hris systems,2,High School,Tampa,Engineering,False
1451,customer journey public relations marketing automation hubspot mailchimp seo tools,11,High School,Tampa,Marketing,False
1452,criminal law lexisnexis e-discovery negotiation legal analysis westlaw corporate law,1,Associate,Pittsburgh,Legal,False
1453,adobe indesign adobe illustrator adobe photoshop sketching blender figma wireframing jenkins,9,Master,Cincinnati,Arts & Media,True
1454,prospecting sales analytics negotiation closing techniques,2,High School,Salt Lake City,Sales,True
1455,compensation bamboo hr talent acquisition employee training interviewing employee onboarding rust,13,Bachelor,Austin,Human Resources,True
1456,ux design ui design figma layout design branding art direction copywriting scikit-learn git nosql,7,Associate,Philadelphia,Arts & Media,True
1457,presentations closing techniques prospecting proposal writing b2c sales sales,4,Bachelor,Cincinnati,Sales,True
1458,3d modeling matlab fluid dynamics circuit design,10,High School,Kansas City,Engineering,True
1459,legal analysis mediation lexisnexis negotiation corporate law,3,Master,Detroit,Legal,False
1460,closing techniques sales analytics consultative selling customer acquisition,9,Associate,Kansas City,Sales,False
1461,teaching differentiated instruction pedagogy lms canvas lesson planning student engagement,4,Bachelor,San Francisco,Education,True
1462,sales analytics customer acquisition presentations territory management hubspot analytics google ads,3,Bachelor,Atlanta,Sales,False
1463,gcp .net rest api mysql git scikit-learn,3,High School,Cleveland,Software & IT,False
1464,ux design adobe illustrator blender color theory editing premiere pro typography,3,Bachelor,Miami,Arts & Media,False
1465,gd&t quality assurance 3d modeling,3,Bachelor,Indianapolis,Engineering,True
1466,lms student counseling pedagogy,2,Bachelor,Pittsburgh,Education,True
1467,presentations solution selling pipeline management,3,Bachelor,Cincinnati,Sales,True
1468,adobe creative suite content creation seo,5,High School,Salt Lake City,Marketing,False
1469,risk assessment financial reporting banking,4,Associate,San Antonio,Finance,True
1470,business development account management contract negotiation,2,Bachelor,Los Angeles,Sales,False
1471,risk assessment financial reporting cfa python regulatory compliance portfolio management copywriting,2,Associate,Atlanta,Finance,True
1472,kubernetes redux flask aws,11,Bachelor,Los Angeles,Software & IT,False
1473,rust tensorflow sql,5,Master,Chicago,Software & IT,True
1474,hubspot salesforce solution selling client relationship management proposal writing consultative selling color theory content strategy,4,High School,Seattle,Sales,False
1475,failure analysis mechanical design microcontrollers blueprint reading manufacturing processes thermodynamics 3d modeling typography layout design adobe indesign,6,Master,Tampa,Engineering,False
1476,matlab finite element analysis ansys product development,3,High School,Baltimore,Engineering,False
1477,branding influencer marketing mailchimp crm software,25,High School,Detroit,Marketing,True
1478,legal ethics legal research due diligence brief writing,3,Master,Miami,Legal,False
1479,drafting deposition document review lexisnexis legal documentation circuit design,2,Bachelor,Phoenix,Legal,True
1480,student assessment teaching educational administration educational technology fluid dynamics simulation,12,Bachelor,San Diego,Education,True
1481,campaign management customer journey outbound marketing affiliate marketing google analytics hubspot,2,Associate,Raleigh,Marketing,True
1482,mergers and acquisitions accounting python financial analysis regulatory compliance r taxation digital marketing seo influencer marketing,4,Master,Remote,Finance,True
1483,sales enablement sales forecasting b2b sales territory management account management quotas,3,Bachelor,Dallas,Sales,False
1484,blueprint reading finite element analysis root cause analysis process improvement matlab hootsuite customer journey,7,High School,Los Angeles,Engineering,False
1485,solidworks project management autocad quality assurance catia simulation manufacturing processes sales forecasting sales strategy,7,Master,Kansas City,Engineering,False
1486,docker php scala therapy treatment planning imaging,3,Associate,Philadelphia,Software & IT,True
1487,adobe creative suite hubspot facebook ads influencer marketing ppc public relations,6,High School,San Antonio,Marketing,True
1488,educational administration stem education academic advising student support student assessment canvas,2,Master,Cincinnati,Education,True
1489,sales analytics sales forecasting hubspot sales funnel management crm consultative selling customer acquisition,1,Bachelor,Atlanta,Sales,False
1490,academic writing canvas curriculum development mentoring research student support adobe indesign,7,Bachelor,Miami,Education,True
1491,academic advising educational assessment teaching moodle lesson planning educational technology stem education,2,Master,Chicago,Education,True
1492,blackboard research student support educational psychology academic advising,20,High School,Orlando,Education,False
1493,cold calling b2c sales client relationship management sales forecasting business development solution selling,3,Master,Miami,Sales,True
1494,client counseling courtroom procedure criminal law negotiation westlaw storytelling typography,13,High School,Cincinnati,Legal,False
1495,internal controls accounting power bi excel bloomberg terminal,4,Bachelor,Charlotte,Finance,False
1496,cold calling sales enablement proposal writing quotas illustration creative direction premiere pro,6,Bachelor,Raleigh,Sales,False
1497,sales forecasting sales enablement objection handling territory management,5,Master,Kansas City,Sales,True
1498,performance management hr policies compensation bamboo hr change management workforce planning hris systems,3,Associate,Orlando,Human Resources,False
1499,surgery clinical research phlebotomy,4,PhD,Washington DC,Healthcare,True
1500,solidworks thermodynamics simulation technical documentation,3,Bachelor,Denver,Engineering,True
